src	dest	type	weight
job stability	Takes a balanced and objective stance	∨	0
Job availability and opportunities	Treatment of employees	∧	1
Job availability and opportunities	Treatment of employees	→	0
Job availability and opportunities	Treatment of employees	∨	0
Job availability and opportunities	Exceptional	∧	2
Job availability and opportunities	Exceptional	→	1
Job availability and opportunities	Exceptional	∨	0
Treatment of employees	Job availability and opportunities	∧	1
Treatment of employees	Job availability and opportunities	→	0
Treatment of employees	Job availability and opportunities	∨	0
Treatment of employees	Living wage	∧	3
Treatment of employees	Living wage	→	0
Treatment of employees	Living wage	∨	0
Treatment of employees	Exceptional	∧	0
Treatment of employees	Exceptional	→	1
Treatment of employees	Exceptional	∨	0
Living wage	Treatment of employees	∧	3
Living wage	Treatment of employees	→	0
Living wage	Treatment of employees	∨	0
Living wage	Pursues financial gain	∧	1
Living wage	Pursues financial gain	→	1
Living wage	Pursues financial gain	∨	0
Lack of integrity	Political Affiliation	∧	1
Lack of integrity	Political Affiliation	→	0
Lack of integrity	Political Affiliation	∨	0
Lack of integrity	Represents personal identity	∧	1
Lack of integrity	Represents personal identity	→	0
Lack of integrity	Represents personal identity	∨	0
Lack of integrity	Does not align with moral values	∧	0
Lack of integrity	Does not align with moral values	→	1
Lack of integrity	Does not align with moral values	∨	0
Lack of integrity	Values education choice and freedom of pursuit	∧	1
Lack of integrity	Values education choice and freedom of pursuit	→	1
Lack of integrity	Values education choice and freedom of pursuit	∨	0
Lack of integrity	Does not support career development	∧	1
Lack of integrity	Does not support career development	→	0
Lack of integrity	Does not support career development	∨	0
Represents personal identity	Lack of integrity	∧	1
Represents personal identity	Lack of integrity	→	1
Represents personal identity	Lack of integrity	∨	0
Represents personal identity	Does not align with moral values	∧	0
Represents personal identity	Does not align with moral values	→	1
Represents personal identity	Does not align with moral values	∨	0
Represents personal identity	Political Affiliation	∧	1
Represents personal identity	Political Affiliation	→	0
Represents personal identity	Political Affiliation	∨	0
Represents personal identity	Values education choice and freedom of pursuit	∧	1
Represents personal identity	Values education choice and freedom of pursuit	→	0
Represents personal identity	Values education choice and freedom of pursuit	∨	0
Represents personal identity	Does not support career development	∧	1
Represents personal identity	Does not support career development	→	0
Represents personal identity	Does not support career development	∨	0
Does not align with moral values	Political Affiliation	∧	1
Does not align with moral values	Political Affiliation	→	0
Does not align with moral values	Political Affiliation	∨	0
Does not align with moral values	Values education choice and freedom of pursuit	∧	1
Does not align with moral values	Values education choice and freedom of pursuit	→	0
Does not align with moral values	Values education choice and freedom of pursuit	∨	0
Does not align with moral values	Does not support career development	∧	1
Does not align with moral values	Does not support career development	→	0
Does not align with moral values	Does not support career development	∨	0
Values education choice and freedom of pursuit	Political Affiliation	∧	1
Values education choice and freedom of pursuit	Political Affiliation	→	0
Values education choice and freedom of pursuit	Political Affiliation	∨	0
Values education choice and freedom of pursuit	Does not support career development	∧	1
Values education choice and freedom of pursuit	Does not support career development	→	0
Values education choice and freedom of pursuit	Does not support career development	∨	0
Values education choice and freedom of pursuit	Lack of integrity	∧	1
Values education choice and freedom of pursuit	Lack of integrity	→	0
Values education choice and freedom of pursuit	Lack of integrity	∨	0
Values education choice and freedom of pursuit	Represents personal identity	∧	1
Values education choice and freedom of pursuit	Represents personal identity	→	0
Values education choice and freedom of pursuit	Represents personal identity	∨	0
Values education choice and freedom of pursuit	Does not align with moral values	∧	1
Values education choice and freedom of pursuit	Does not align with moral values	→	0
Values education choice and freedom of pursuit	Does not align with moral values	∨	0
Does not support career development	Values education choice and freedom of pursuit	∧	1
Does not support career development	Values education choice and freedom of pursuit	→	0
Does not support career development	Values education choice and freedom of pursuit	∨	0
Does not support career development	Political Affiliation	∧	1
Does not support career development	Political Affiliation	→	0
Does not support career development	Political Affiliation	∨	0
Does not support career development	Lack of integrity	∧	1
Does not support career development	Lack of integrity	→	0
Does not support career development	Lack of integrity	∨	0
Does not support career development	Represents personal identity	∧	1
Does not support career development	Represents personal identity	→	0
Does not support career development	Represents personal identity	∨	0
Does not support career development	Does not align with moral values	∧	1
Does not support career development	Does not align with moral values	→	0
Does not support career development	Does not align with moral values	∨	0
Does not support career development	Safety	∧	0
Does not support career development	Safety	→	5
Does not support career development	Safety	∨	0
Supports dual citizenship	Hinders educational opportunities	∧	1
Supports dual citizenship	Hinders educational opportunities	→	0
Supports dual citizenship	Hinders educational opportunities	∨	0
Supports dual citizenship	Does not align with moral values	∧	0
Supports dual citizenship	Does not align with moral values	→	1
Supports dual citizenship	Does not align with moral values	∨	0
Hinders educational opportunities	Supports dual citizenship	∧	1
Hinders educational opportunities	Supports dual citizenship	→	0
Hinders educational opportunities	Supports dual citizenship	∨	0
Hinders educational opportunities	Does not align with moral values	∧	0
Hinders educational opportunities	Does not align with moral values	→	1
Hinders educational opportunities	Does not align with moral values	∨	0
relevance	Influences positive change in society	∧	0
relevance	Influences positive change in society	→	1
relevance	Influences positive change in society	∨	0
Age	Associated with royalty	∧	1
Age	Associated with royalty	→	0
Age	Associated with royalty	∨	0
Age	Influences positive change in society	∧	0
Age	Influences positive change in society	→	1
Age	Influences positive change in society	∨	0
Associated with royalty	Age	∧	1
Associated with royalty	Age	→	0
Associated with royalty	Age	∨	0
Associated with royalty	Influences positive change in society	∧	0
Associated with royalty	Influences positive change in society	→	1
Associated with royalty	Influences positive change in society	∨	0
Associated with royalty	Fairness	∧	0
Associated with royalty	Fairness	→	2
Associated with royalty	Fairness	∨	0
Associated with royalty	Political Affiliation	∧	2
Associated with royalty	Political Affiliation	→	0
Associated with royalty	Political Affiliation	∨	0
Associated with royalty	Safety	∧	0
Associated with royalty	Safety	→	1
